,lat,lon,elevation,distance
253,33.670641,-111.728414,556.4,2753.42460775995
254,33.670514,-111.728193,556.4,2778.2779509022002
255,33.670489,-111.728149,556.4,2783.208186824185
256,33.670409,-111.728025,556.4,2797.727447993981
257,33.670285,-111.72793,556.2,2814.0798908309057
258,33.670176,-111.727871,556.6,2827.3731680238006
259,33.670114,-111.727814,557.0,2836.0537479362356
260,33.670085,-111.727735,557.4,2844.044092811947
261,33.670082,-111.727688,557.6,2848.406306553394
262,33.670074,-111.727639,557.4,2853.0272606037424
263,33.670006,-111.727559,557.2,2863.6093946652827
264,33.669871,-111.727504,557.0,2879.460119289334
265,33.669827,-111.72748,556.8,2884.8332130488666
266,33.669699,-111.727414,556.6,2900.321321845947
267,33.669611,-111.727398,556.6,2910.217867170996
268,33.669567,-111.7274,556.6,2915.113943502844
269,33.669483,-111.727413,556.8,2924.5314750670404
270,33.66931,-111.727489,557.0,2945.0135988282404
271,33.669225,-111.727526,557.0,2955.066277539076
272,33.669065,-111.727591,557.0,2973.8468436873613
273,33.66886,-111.72764,557.0,2997.0884589605075
274,33.668821,-111.72765,557.2,3001.5227043399213
275,33.668745,-111.727675,557.6,3010.284488475754
276,33.668583,-111.727712,558.2,3028.620610440282
277,33.668372,-111.727711,558.4,3052.082922473441
278,33.668331,-111.727704,558.8,3056.687708636941
279,33.668249,-111.727677,558.6,3066.141859727549
280,33.668167,-111.727627,558.6,3076.366746370273
281,33.668128,-111.727598,558.6,3081.4666165320255
282,33.668048,-111.727547,558.6,3091.5367368274187
283,33.667961,-111.727513,558.6,3101.7095348111925
284,33.667916,-111.727503,558.4,3106.7981655913486
285,33.667874,-111.727499,558.6,3111.483000178911
286,33.667792,-111.727506,558.6,3120.6239675688266
287,33.667731,-111.727555,559.0,3128.7830499004667
288,33.667699,-111.727635,559.2,3136.997243675676
289,33.667668,-111.72776,559.6,3149.067884679043
290,33.667656,-111.727802,559.8,3153.177387397174
291,33.66761,-111.72792,561.2,3165.2361320593664
292,33.667575,-111.727993,562.0,3173.0326636383616
293,33.667552,-111.728023,562.4,3176.8074052289735
294,33.66748,-111.728109,563.6,3188.0962911056945
295,33.667454,-111.728141,564.0,3192.2349179965895
296,33.667377,-111.728242,564.6,3204.9106320477376
297,33.667308,-111.728409,565.0,3222.165201977851
298,33.667278,-111.728558,565.8,3236.352068019026
299,33.667195,-111.728775,566.6,3258.453420143931
300,33.667153,-111.72885,567.0,3266.8191717632894
301,33.667058,-111.729031,568.0,3286.6224340243625
302,33.667044,-111.729073,568.2,3290.809458237981
303,33.667004,-111.729306,569.6,3312.82629550579
304,33.666965,-111.729549,570.4,3335.728955364479
305,33.666963,-111.729596,570.4,3340.084234827005
306,33.666962,-111.729697,570.6,3349.4319045848442
307,33.666983,-111.729846,571.4,3363.4173703668725
308,33.666983,-111.729942,571.8,3372.301653387942
309,33.666988,-111.730137,572.4,3390.3564145428463
310,33.666987,-111.730292,573.0,3404.701260144292
311,33.66699,-111.7305,572.8,3423.9534287067772
312,33.666987,-111.730759,573.0,3447.9248040163766
313,33.666987,-111.730864,573.2,3457.6419881174097
314,33.666982,-111.731066,573.8,3476.344266260317
315,33.666968,-111.73116,574.0,3485.181652984602
316,33.666963,-111.731212,574.0,3490.025983902758
317,33.666932,-111.731444,574.2,3511.771296191934
318,33.666925,-111.731491,574.4,3516.1899916952275
319,33.666881,-111.731724,575.2,3538.3010039226774
320,33.666881,-111.731772,575.4,3542.743150700644
321,33.666887,-111.73192,575.8,3556.4560084424834
322,33.666898,-111.732015,575.8,3565.3324321972786
323,33.666919,-111.732162,575.8,3579.135451474031
324,33.666955,-111.732257,576.0,3588.795620339711
325,33.666979,-111.732306,576.2,3594.057295329881
326,33.667043,-111.732434,576.4,3607.876299884772
327,33.667107,-111.732569,576.6,3622.2544738883707
328,33.66718,-111.732755,577.0,3641.2856509456788
329,33.667207,-111.732899,577.2,3654.9460407312827
330,33.667234,-111.733091,577.4,3672.9664092051944
331,33.667238,-111.733138,577.6,3677.3386752034858
332,33.667242,-111.733285,578.0,3690.9499616537096
333,33.667228,-111.733376,578.2,3699.514170492858
334,33.667198,-111.733459,578.4,3707.8884445249178
335,33.667178,-111.733497,578.4,3712.0493116093658
336,33.667155,-111.733535,578.8,3716.3976236619446
337,33.667108,-111.733607,579.0,3724.865860387134
338,33.667088,-111.733647,579.0,3729.1842976513626
339,33.667032,-111.73376,579.0,3741.3553506287512
340,33.667001,-111.733838,579.0,3749.3546340087432
341,33.666977,-111.733966,579.6,3761.4972336072215
342,33.66697,-111.734009,579.8,3765.5520612420805
343,33.666931,-111.734213,580.8,3784.922838704492
344,33.666914,-111.734432,582.0,3805.278088748624
345,33.666916,-111.734517,582.8,3813.1475301217797
346,33.666914,-111.734561,583.2,3817.225564812278
347,33.666914,-111.734689,584.4,3829.0712850114305
348,33.666922,-111.734768,585.4,3836.436233890479
349,33.666922,-111.734811,586.0,3840.4156551495084
350,33.666943,-111.734954,586.8,3853.853973571963
351,33.666952,-111.735006,587.0,3858.769250718039
352,33.666968,-111.735103,587.4,3867.9206837365346
353,33.666985,-111.735242,588.2,3880.9225333608183
354,33.66699,-111.735331,588.6,3889.177746660753
355,33.667002,-111.735462,589.4,3901.3742985821164
356,33.667042,-111.735543,589.8,3910.090636331429
357,33.667097,-111.735672,590.8,3923.5041968182486
358,33.667108,-111.735751,591.2,3930.9168216324424
359,33.667099,-111.735904,591.8,3945.1114503062495
360,33.667099,-111.735976,592.4,3951.7746535846413
361,33.667117,-111.736053,593.0,3959.176331316983
362,33.667176,-111.736173,593.8,3972.0747226188237
363,33.6672,-111.736208,594.2,3976.2715440518054
364,33.667249,-111.736323,594.8,3988.227780923815
365,33.667269,-111.736363,595.2,3992.546211509368
366,33.667394,-111.736487,596.2,4010.570610311754
367,33.667421,-111.736517,596.4,4014.6598107103455
368,33.667461,-111.736625,596.6,4025.599563144603
369,33.667466,-111.736736,597.4,4035.8869922612125
370,33.667465,-111.736849,598.2,4046.345066290836
371,33.667464,-111.736892,598.6,4050.3260157136456
372,33.667495,-111.737108,599.8,4070.6105646619067
373,33.667511,-111.737197,600.0,4079.036944716521
374,33.667558,-111.737373,600.8,4096.142597213011
375,33.667609,-111.737606,601.2,4118.4385892013115
376,33.667617,-111.737653,601.2,4122.87818718156
377,33.667636,-111.737834,601.8,4139.76134531853
378,33.667644,-111.737876,602.2,4143.74868426536
379,33.667691,-111.738064,603.0,4161.914907648462
380,33.667708,-111.738155,603.4,4170.545942494959
381,33.667726,-111.738285,604.0,4182.741994454059
382,33.66773,-111.738461,604.4,4199.035777032491
383,33.667728,-111.738508,604.6,4203.39101786236
384,33.667704,-111.738626,605.4,4214.632548995162
385,33.667689,-111.738702,606.0,4221.860947378461
386,33.667679,-111.738922,606.4,4242.250940031651
387,33.667688,-111.739013,606.8,4250.731684022834
388,33.667712,-111.739247,607.4,4272.550757571414
389,33.667715,-111.739296,607.6,4277.097658391981
390,33.667714,-111.739381,608.2,4284.96466967225
391,33.667708,-111.73947,608.6,4293.228048010133
392,33.667701,-111.739688,609.2,4313.417615285274
393,33.667705,-111.739781,609.6,4322.035677452697
394,33.667708,-111.73983,610.0,4326.582578642525
395,33.667712,-111.739921,610.6,4335.015804525142
396,33.667728,-111.740061,611.2,4348.09352100692
397,33.667751,-111.740299,611.4,4370.266926714273
398,33.667756,-111.740395,611.6,4379.168509381335
399,33.667757,-111.740441,611.8,4383.426975337792
400,33.667755,-111.740671,612.2,4404.713207461667
401,33.667749,-111.740714,612.4,4408.748130544028
402,33.667738,-111.740802,612.8,4416.983326340246
403,33.667735,-111.740989,613.2,4434.292232808923
404,33.667744,-111.741236,613.4,4457.172446837523
405,33.667747,-111.741334,613.8,4466.247871383757
406,33.667753,-111.741386,614.0,4471.106176038408
407,33.667765,-111.741484,614.4,4480.273099096537
408,33.667799,-111.741677,614.8,4498.529779122971
409,33.667831,-111.741773,615.2,4508.100044727036
410,33.667902,-111.741956,615.4,4526.785308952233
411,33.667979,-111.742191,615.6,4550.157768813029
412,33.66799,-111.742278,616.2,4558.301435541152
413,33.667993,-111.742507,616.8,4579.496528762853
414,33.667992,-111.74255,616.8,4583.477453765927
415,33.667984,-111.742681,617.4,4595.633249834451
416,33.667947,-111.742906,617.8,4616.858120320775
417,33.667942,-111.742954,618.0,4621.3348701453115
418,33.667912,-111.743187,618.2,4643.1540426548945
419,33.667885,-111.743328,618.2,4656.543626316651
420,33.667878,-111.743374,618.4,4660.871208583869
421,33.667853,-111.74361,619.0,4682.887719589787
422,33.667844,-111.743656,619.0,4687.2607780824
423,33.667802,-111.743786,619.4,4700.166127222588
424,33.667734,-111.744003,619.8,4721.624448350639
425,33.667662,-111.744219,620.4,4743.157582418548
426,33.66765,-111.744263,620.6,4747.44256629653
427,33.667638,-111.744307,620.8,4751.727550715452
428,33.667602,-111.74449,621.6,4769.129756104266
429,33.667588,-111.744631,622.2,4782.270986957341
430,33.667581,-111.744777,622.6,4795.804808186143
431,33.66754,-111.744907,623.4,4808.67036998212
432,33.66748,-111.74502,623.8,4821.074822089364
433,33.667423,-111.745137,624.8,4833.621135026117
434,33.667411,-111.745184,625.0,4838.170779602338
435,33.667388,-111.745375,625.8,4856.030777146805
436,33.667383,-111.745421,626.0,4860.323961671615
437,33.667376,-111.745465,626.2,4864.46963204614
438,33.667351,-111.74571,626.4,4887.312743756865
439,33.667345,-111.745759,626.6,4891.896227191072
440,33.66733,-111.74586,627.0,4901.390846099259
441,33.667302,-111.746058,627.4,4919.977239312194
442,33.667285,-111.746258,627.8,4938.582375960836
443,33.667279,-111.746407,627.8,4952.387606793232
444,33.667258,-111.746658,627.4,4975.733305259142
445,33.667263,-111.746758,628.2,4985.0044221023245
446,33.667318,-111.746958,629.0,5004.497487633401
447,33.66733,-111.747005,629.4,5009.047136126289
448,33.667347,-111.747106,629.6,5018.583333985328
449,33.667346,-111.747203,629.8,5027.560812393744
450,33.667318,-111.747448,629.2,5050.446923304775
451,33.667314,-111.747548,629.0,5059.712031352478
452,33.667322,-111.747696,629.2,5073.437437386628
453,33.66737,-111.747839,629.4,5087.707033594767
454,33.667393,-111.747886,629.6,5092.752777712694
455,33.667431,-111.747975,630.0,5102.009818782579
456,33.667469,-111.748065,630.2,5111.3492929966
457,33.667537,-111.748196,630.6,5125.63726580537
458,33.667628,-111.74837,631.4,5144.6552560288055
459,33.667641,-111.748416,631.8,5149.151007972417
460,33.667665,-111.748609,632.4,5167.210245464164
461,33.667675,-111.748708,632.8,5176.439319158071
462,33.667693,-111.748851,633.4,5189.82359065515
463,33.667709,-111.748903,633.6,5194.954214044513
464,33.667729,-111.748951,633.8,5199.921910052796
465,33.667823,-111.749126,634.0,5219.1971253183265
466,33.667889,-111.74938,634.4,5243.822213213961
467,33.667901,-111.749433,634.6,5248.905287478395
468,33.667932,-111.749527,634.6,5258.262445507491
469,33.668014,-111.74971,634.6,5277.496464558163
470,33.668066,-111.749852,634.8,5291.8534643787825
471,33.668088,-111.749946,635.2,5300.889965646609
472,33.668097,-111.749992,635.2,5305.2630119517235
473,33.668108,-111.750089,635.2,5314.3226702400625
474,33.668093,-111.750268,635.2,5330.971700719304
475,33.668056,-111.750401,635.4,5343.949393310496
476,33.668046,-111.75056,636.2,5358.705759700219
477,33.668075,-111.750821,636.4,5383.073900127735
478,33.668096,-111.750922,636.4,5392.708054139332
479,33.668137,-111.751117,636.4,5411.320979761626
480,33.668161,-111.75126,636.8,5424.821076958287
481,33.668177,-111.751358,637.2,5434.063181335504
482,33.668226,-111.75155,638.4,5452.648108749665
483,33.668232,-111.751592,638.4,5456.591770066679
484,33.668217,-111.751677,638.4,5464.632836454734
485,33.668197,-111.751763,638.4,5472.896432588977
486,33.668193,-111.751813,638.6,5477.544925994297
487,33.668184,-111.751952,638.8,5490.44731738772
488,33.668167,-111.751992,638.8,5494.603772368933
489,33.668142,-111.752026,639.2,5498.802343153725
490,33.668084,-111.752085,639.4,5507.252539947514
491,33.668029,-111.752146,639.8,5515.57538763997
492,33.66794,-111.752288,640.2,5532.026179836912
493,33.667924,-111.752381,640.4,5540.814698096009
494,33.667913,-111.752486,640.6,5550.608457109755
495,33.667875,-111.752727,641.2,5573.308210559235
496,33.667859,-111.75282,641.4,5582.096735186141
497,33.667834,-111.752913,641.6,5591.141105767643
498,33.667801,-111.752999,641.8,5599.905044099004
499,33.667749,-111.75313,642.2,5613.336572828724
500,33.667735,-111.753233,642.6,5622.994867590483
501,33.667733,-111.753286,642.6,5627.904728517702
502,33.667737,-111.753555,642.8,5652.802984750051
503,33.66774,-111.753664,643.4,5662.895773282998
504,33.667749,-111.753717,643.4,5667.901647568538
505,33.66779,-111.75382,643.4,5678.467798449898
506,33.667815,-111.753866,643.4,5683.552072081713
507,33.667844,-111.753908,643.6,5688.602405914049
508,33.667872,-111.753949,643.6,5693.51058856373
509,33.667919,-111.754035,643.8,5703.031852682902
510,33.667946,-111.75413,644.0,5712.3219827542225
511,33.667973,-111.754277,644.2,5726.253232790572
512,33.667971,-111.754376,644.2,5735.417743120958
513,33.667972,-111.754424,644.2,5739.861225061574
514,33.667997,-111.75457,644.6,5753.655586040611
515,33.668005,-111.754622,644.8,5758.549376915949
516,33.668023,-111.754771,645.2,5772.482862874356
517,33.668058,-111.75486,645.4,5781.592420276972
518,33.668082,-111.754906,645.6,5786.616748550664
519,33.668101,-111.754947,645.8,5790.959567498567
520,33.668115,-111.754993,646.2,5795.492273339246
521,33.668123,-111.755087,646.4,5804.236716299511
522,33.668129,-111.755186,647.0,5813.422770905315
523,33.668169,-111.755423,647.4,5835.801987950647
524,33.66821,-111.755561,647.6,5849.36230512946
525,33.668287,-111.755733,648.0,5867.436393199141
526,33.668423,-111.755924,648.2,5890.698413357662
527,33.668447,-111.755963,648.4,5895.187067202865
528,33.66855,-111.75612,649.2,5913.687656198589
529,33.668636,-111.756231,649.8,5927.722101995923
530,33.66873,-111.756329,650.0,5941.560498946569
531,33.668778,-111.756409,650.2,5950.687268541631
532,33.668827,-111.756487,650.4,5959.731102418805
533,33.668909,-111.756596,651.0,5973.328453918103
534,33.668933,-111.756636,651.2,5977.891833303303
535,33.668971,-111.756718,651.6,5986.57740413839
536,33.668996,-111.756808,651.8,5995.357890702801
537,33.669031,-111.756944,652.2,6008.531646303664
538,33.669049,-111.75699,652.2,6013.235651041687
539,33.669089,-111.757067,652.4,6021.635613346458
540,33.669134,-111.757156,652.4,6031.272718111571
541,33.669153,-111.757201,652.4,6035.942382507796
542,33.669198,-111.757337,652.8,6049.486335805464
543,33.669231,-111.757474,653.0,6062.684954727802
544,33.66927,-111.757557,653.2,6071.5056044041185
545,33.669286,-111.757606,653.4,6076.376696779928
546,33.669303,-111.757748,654.0,6089.652941127542
547,33.669317,-111.757838,654.0,6098.125965192389
548,33.669382,-111.757974,654.2,6112.63938928667
549,33.669411,-111.758016,654.0,6117.689668621946
550,33.669468,-111.758091,654.0,6127.088828688494
